key_name,zh_cn,zh_tw,en_us,ja_jp,ko_kr
1170,谈判专家,談判專家,Negotiator,交渉のプロ,협상 전문가
1171,成功说服“丹顶鹤”。,成功說服“丹頂鶴”。,"Successfully persuaded ""Crane"".",「ヤポネンシス」の説得に成功する。,‘두루미’를 설득하는 데에 성공합니다.
40,告别,告別,Farewell,決別,작별
41,完成第四章。,完成第四章。,Complete Chapter 4.,第四章をクリアする。,제4장을 완성하세요.
50,希望,希望,Hope,希望,희망
51,完成第五章。,完成第五章。,Complete Chapter 5.,第五章をクリアする。,제5장을 완성하세요.
10020,列兵,列兵,Private,二等兵,이등병
10021,在第一章的所有战役中取得S评价。,在第一章的所有戰役中取得S評價。,Achieve S ratings in all battles in Chapter 1.,第一章の全ての戦役でS評価を獲得する。,제1장 모든 전투에서 S평가를 받으세요.
10030,士官,士官,Sergeant,士官,중사
10031,在第二章的所有战役中取得S评价。,在第二章的所有戰役中取得S評價。,Achieve S ratings in all battles in Chapter 2.,第二章の全ての戦役でS評価を獲得する。,제2장 모든 전투에서 S 평가를 받으세요.
10040,参谋,參謀,Staff Officer,参謀,참모
10041,在第三章的所有战役中取得S评价。,在第三章的所有戰役中取得S評價。,Achieve S ratings in all battles in Chapter 3.,第三章の全ての戦役でS評価を獲得する。,제3장 모든 전투에서 S 평가를 받으세요.
10050,指挥官,指揮官,Commander,司令官,사령관
10051,在第四章的所有战役中取得S评价。,在第四章的所有戰役中取得S評價。,Achieve S ratings in all battles in Chapter 4.,第四章の全ての戦役でS評価を獲得する。,제4장 모든 전투에서 S 평가를 받으세요.
10150,战术大师,戰術大師,Master Strategist,戦術マスター,전술 마스터
10151,在所有战役中取得S评价。,在所有戰役中取得S評價。,Achieve S ratings in all battles.,全ての戦役でS評価を獲得する。,모든 전투에서 S 평가를 받으세요.
830,扑空,撲空,In Vain,肩透かし,허탕 치다
831,在战役“雪地搁浅”中，我方在敌方增援赶到战场前达成胜利目标。,在戰役“雪地擱淺”中，我方在敵方增援趕到戰場前達成勝利目標。,"Achieve victory before enemy reinforcements arrive in ""Stranded in Snow"".",戦役「雪原遭難」において、敵増援の戦場到着前にメイン任務を達成する。,‘눈밭 사고’전투에서 아군이 적군 지원군 도착 전 승리 목표를 달성합니다.
840,毫发无伤,毫髮無傷,Flawless,無傷,무결
841,在战役“寄托”中，当敌军轰炸房屋时，我方全部角色位于被轰炸的地形上。,在戰役“寄託”中，當敵軍轟炸房屋時，我方全部角色位於被轟炸的地形上。,"Have all characters be positioned in the blast zone during the enemy's bombardment of the house in ""Entrust"".",戦役「寄託」において、敵軍が家屋を爆撃したときに、味方全ユニットが爆撃される地形に位置している。,‘희망’ 전투에서 적군이 건물을 폭파시켰을 때 아군의 모든 캐릭터는 폭파된 지형에 위치합니다.
850,安心前行,安心前行,Go in Peace,安全な前進,편안한 전진
851,在战役“会合”中，洁芙缇和蒙德通过操作特殊机关解除全部防御设施。,在戰役“會合”中，潔芙緹和蒙德通過操作特殊機關解除全部防禦設施。,"Have Jefuty and Mendo disarm all defenses by using special mechanisms in ""Rendezvous"".",戦役「合流」において、ジェフティとモンドが特殊ギミックを操作して全ての防御施設を解除する。,‘합류’ 전투에서 제퓨티와 멘도는 특수기관을 조작해 모든 방어시설을 해제합니다.
860,兑现承诺,兌現承諾,Fulfilled Promise,有言実行,약속 이행
861,在战役“困境求生”中，由洁芙缇击败所有的敌方狙击兵。,在戰役“困境求生”中，由潔芙緹擊敗所有的敵方狙擊兵。,"Defeat all enemy snipers with Jefuty in ""Struggle for Survival"".",戦役「苦境の中の生」において、ジェフティが全ての敵の狙撃兵を倒す。,‘곤경에서 살아남다’ 전투에서 제퓨티가 모든 적군 저격병을 처치합니다.
870,犹豫,猶豫,Hesitation,迷い,주저하다
871,在战役“依靠”中，蒙德在同一个地点徘徊。,在戰役“依靠”中，蒙德在同一個地點徘徊。,"Have Mendo remain stationary in ""Dependent"".",戦役「信頼」において、モンドが同じ場所を歩き回る。,‘의지하다’ 전투에서 멘도가 같은 지점에서 배회합니다.
880,空中走廊,空中走廊,Sky Corridor,空中回廊,항공로
881,在战役“暗夜危机”中，洁芙缇和蒙德搭乘缆车离开游乐场。,在戰役“暗夜危機”中，潔芙緹和蒙德搭乘纜車離開遊樂場。,"Have Jefuty and Mendo take a cable car to leave the amusement park in ""Night Crisis"".",戦役「闇夜の危機」において、ジェフティとモンドがロープウェーに乗って遊園地を去る。,‘밤의 위기’ 전투에서 제퓨티와 멘도는 케이블카를 타고 놀이동산을 빠져나갑니다.
890,全部打包,全部打包,Full Package,全て包装,싹 다 챙겨
891,在战役“伪装”中，我方缴获区域内的所有物资。,在戰役“偽裝”中，我方繳獲區域內的所有物資。,"Capture all the supplies in the area in ""Camouflage"".",戦役「偽装」において、味方が区域内の全ての物資をぶんどる。,‘위장’ 전투에서 아군은 구역 내에 모든 물자를 획득합니다.
900,后院起火,後院起火,Internal Conflict,裏庭の火,뒷마당의 불길
901,在战役“圈套”中，我方在基里尔激活防护装置和能量装置前摧毁控制室。,在戰役“圈套”中，我方在基裏爾啟動防護裝置和能量裝置前摧毀控制室。,"Destroy the control room before Kirill can activate the enegy charger and defense installation in ""Trap"".",戦役「罠」において、味方がキリルのアクティベーション防護装置とエネルギー装置の前で制御室を破壊する。,‘덫’ 전투에서 아군이 키릴이 방어 장치와 에너지 장치를 활성화하기 전에 제어실을 파괴합니다.
10250,防不胜防,防不勝防,Unsuspected,防御不能,방어불가
10251,利用超级变异者“兰布达”破坏隔离区大门。,利用超級變異者“蘭布達”破壞隔離區大門。,"Use Super Mutant ""Lambda"" to destroy the gate of the quarantine zone.",スーパーミュータント「ラムダ」を使用して隔離エリアの正面ゲートを破壊する。,슈퍼변이자 ‘라부다’를 이용해 격리 구역 대문을 파괴합니다.
920,暗箭,暗箭,Backstab,やみ討ち,암전
921,在战役“林中支援”中，蒙德在未与洁芙缇见面的情况下到达目标地点。,在戰役“林中支援”中，蒙德在未與潔芙緹見面的情況下到達目標地點。,"have Mendo arrive at the target location without meeting Jefuty in ""Support in the Woods"".",戦役「森の中の援護」において、モンドがジェフティと会っていない状況下で目標地点に到達する。,‘숲속의 지원’ 전투에서 멘도가 제퓨티를 만나지 못한 상황에서 목적지에 도착합니다.
930,清场,清場,Clearance,退去,청소
931,在战役“深入虎穴”中，我方在至少击败了45个敌方单位的情况下达成胜利目标。,在戰役“深入虎穴”中，我方在至少擊敗了45個敵方單位的情況下達成勝利目標。,"Achieve victory by defeating at least 45 enemy units in ""Deep in the Tiger's Den"".",戦役「虎穴に入り込む」において、味方が45体以上の敵ユニットを倒した状況下でメイン任務を達成する。,‘호랑이 굴 깊은 곳으로 들어가다’ 전투에서 아군은 최소 45기의 적군 유닛을 해치우고 승리 목표를 이루어 냅니다.
940,水上乐园,水上樂園,Water Park,アクアパーク,워터파크
941,在战役“生骸乐园”中，洁芙缇和蒙德搭乘游艇离开木桥区域。,在戰役“生骸樂園”中，潔芙緹和蒙德搭乘遊艇離開木橋區域。,"Have Jefuty and Mendo leave the wooden bridge area by boarding a yacht in ""Zombieland"".",戦役「生骸パーク」において、ジェフティとモンドがクルーザーに乗って木橋区域を去る。,‘생해 천국’ 전투에서 제퓨티와 멘도는 보트를 타고 목교 구역을 벗어납니다.
950,走街串巷,走街串巷,Roamer,街路巡り,거리 산책
951,在战役“夜探军营”中，卡尔搜查过所有可进入的房间。,在戰役“夜探軍營”中，卡爾搜查過所有可進入的房間。,"Have Carl search every accessible room in ""Night Scouting"".",戦役「夜の軍営探索」において、カールが入れる部屋を全て捜査する。,‘군부대 야간탐사’에서 칼은 들어갈 수 있는 모든 방을 수색합니다.
10190,战胜恐惧,戰勝恐懼,Overcome Fear,恐怖に打ち勝つ,두려움 극복
10191,在战役“血色恐惧”中，黎格在至少击败了3个伯劳意识体的情况下达成胜利目标。,在戰役“血色恐懼”中，黎格在至少擊敗了3個伯勞意識體的情況下達成勝利目標。,"Achieve victory after Lige defeats at least 3 Shrike Consciousnesses in ""Blood Horror"".",戦役「血色の恐怖」において、リゲルが3体以上のシュライク意識体を倒した状況下でメイン任務を達成する。,‘피비린내 나는 두려움’ 전투에서 리겔은 최소 3기의 슈라이크 의식체를 무찌르고 승리 목표를 이루어 냅니다.
960,绝不回头,絕不回頭,Never Look Back,振り返らない,돌아보지 마세요
961,在战役“选择”中，洁芙缇在不解救蒙德，且未曾往西面移动过的情况下达成胜利目标。,在戰役“選擇”中，潔芙緹在不解救蒙德，且未曾往西面移動過的情況下達成勝利目標。,"Have Jefuty move westwards and achieve victory without rescuing Mendo in ""Choice"".",戦役「選択」において、ジェフティがモンドを助けず、西へ移動したことがない状況下でメイン任務を達成する。,"‘선택’ 전투에서 제퓨티는 멘도를 구출하지 않고, 서쪽으로 이동한 적이 없는 상황에서 승리 목표를 이루어 냅니다."
970,顺风车,順風車,Hitchhiking,難民車,히치하이킹
971,在战役“暗战”中，洁芙缇和蒙德搭乘运输车进入基地。,在戰役“暗戰”中，潔芙緹和蒙德搭乘運輸車進入基地。,"Have Jefuty and Mendo enter the base via a transporter in ""Secret War"".",戦役「秘密の作戦」において、ジェフティとモンドがトラックに乗って基地に入る。,‘어둠 속의 전쟁’ 전투에서 제퓨티와 멘도는 수송차를 타고 기지로 진입합니다.
980,爱护花草,愛護花草,Nature Lover,草花を大切に,자연 애호가
981,在战役“梦魇”中，我方角色在未进入过“花丛”地形的情况下达成胜利目标。,在戰役“夢魘”中，我方角色在未進入過“花叢”地形的情況下達成勝利目標。,"Achieve victory without entering the ""Flowers"" terrain in ""Nightmare"".",戦役「悪夢」において、味方ユニットが「花畑」の地形に入ったことがない状況下でメイン任務を達成する。,‘악몽’ 전투에서 아군 캐릭터가 ‘꽃덤불’ 지형을 진입해 본 적 없는 상황에서 승리 목표를 이루어 냅니다.
990,医学攀比,醫學攀比,Medical Race,医学の腕比べ,의료 경쟁
991,在战役“末路”中，我方在累计治疗量大于敌方的情况下达成胜利目标。,在戰役“末路”中，我方在累計治療量大於敵方的情況下達成勝利目標。,"Achieve victory by having a cumulative amount of healing greater than that of the enemy in ""Dead End"".",戦役「末路」において、味方の累計治療量が敵を超過した状況下でメイン任務を達成する。,‘막다른 길’ 전투에서 아군의 누적 회복량이 적군보다 많은 상황에서 승리 목표를 이루어 냅니다.
1000,自然灾害,自然災害,Natural Disaster,自然災害,자연 재해
1001,在战役“歧路难行”中，我方利用雪卷击败1个处于“失温”状态的敌方单位。,在戰役“歧路難行”中，我方利用雪卷擊敗1個處於“失溫”狀態的敵方單位。,"Use the Snow Roll to defeat an enemy unit that is suffering ""Hypothermia"" in ""Treacherous Road"".",戦役「前進困難な岐路」において、味方が雪まくりで「低体温」状態の敵ユニットを1体倒す。,‘갈림길의 고행’ 전투에서 아군은 눈덩이를 이용해 1기의 ‘저체온증’에 처해있는 적군 유닛을 처치합니다.
1010,屹立在大地之上,屹立在大地之上,Metal Suit Rising,大地にそそり立つ,대지 위에 서다
1011,在战役“疾行突进”中，我方启动了AAX-05工程机。,在戰役“疾行突進”中，我方啟動了AAX-05工程機。,"Start the AAX-05P Constructor in ""Rapid Advance"".",戦役「快進撃」において、味方がAAX-05試作機を起動する。,‘빠른 돌격’ 전투에서 아군이 AAX-05엔지니어링 기계를 가동합니다.
1020,重大事故,重大事故,Major Incident,重大事故,대형 사고
1021,在战役“终末之战·上”中，“戴伯格”战争要塞在1次移动中击败6个敌方单位。,在戰役“終末之戰·上”中，“戴伯格”戰爭要塞在1次移動中擊敗6個敵方單位。,"Defeat 6 enemy units in one move using the ""Diberg"" Battle Fortress in ""The Final Battle I"".",戦役「終末の戦い・上」において、ウォーフォート「ダジボーグ」が1回の移動中に敵ユニットを6体倒す。,‘마지막 전투·상’ 전투에서 ‘디버그’전쟁 요새는 1번의 이동으로 6기의 적군 유닛을 처치합니다.
1030,快来救我,快來救我,SOS,早く助けて,빨리 나를 구해줘
1031,在战役“杀身成仁”中，我方在莱久沃存活的情况下达成胜利条件。,在戰役“殺身成仁”中，我方在萊久沃存活的情況下達成勝利條件。,"Achieve victory with Lijuo surviving in ""The Grateful Dead"".",戦役「命をかけて」において、味方がレイキュフが生きている状況下でメイン条件を達成する。,‘목숨을 바치다’ 전투에서 아군이 레주아에서 생존하는 상황에서 승리 조건을 충족합니다.
1040,化为尘埃,化為塵埃,Dust to Dust,塵と化す,먼지가 되다
1041,在战役“城郊御敌”中，我方使用城防炮击败白糖Σ。,在戰役“城郊禦敵”中，我方使用城防炮擊敗白糖β。,"Use the City Defense Battery to defeat Sugar Σ in ""Suburban Defense"".",戦役「都市防衛」において、味方が都市防衛砲でシュガーβを倒す。,‘교외에서 적을 방어하다’ 전투에서 아군은 도시방어포를 사용해 슈가β를 처치합니다.
10240,形同虚设,形同虛設,Empty Shell,形だけの飾り物,유명무실
10241,在战役“向死而生”中，我方角色未受到伯劳进化体的攻击。,在戰役“向死而生”中，我方角色未受到伯勞進化體的攻擊。,"In ""Die Another Day"", all allied units are not attacked by the Shrike Evolution.",戦役「死の向こう側」において、味方ユニットがシュライク進化体の攻撃を受けていない。,‘목숨을 바치다’ 전투에서 아군은 슈라이크 진화체의 공격을 받지 않았습니다.
170,战场王牌,戰場王牌,Combat Ace,戦場の切り札,전투 에이스
171,累计击败1200个敌方单位。,累計擊敗1200個敵方單位。,"Defeat a total of 1,200 enemy units.",敵ユニットを累計1200体倒す。,총 1200기의 적군 유닛을 처치합니다.
172,已击败人数{0}/{1},已擊敗人數{0}/{1},Progress {0}/{1},倒した人数{0}/{1},{0}/{1}
340,闪电战,閃電戰,Lightning War,電撃戦,전격전
341,在一个回合中，我方单位累计击败20个敌方单位。,在一個回合中，我方單位累計擊敗20個敵方單位。,Allied units defeat a total of 20 enemy units in one turn.,1ターンの間に、味方ユニットが敵ユニットを累計20体倒す。,한 라운드에서 아군 유닛이 누적 20기의 적군 유닛을 처치했습니다.
350,瞄准心脏,瞄準心臟,Bullseye,心臓を狙え,심장을 노리다
351,在一个回合中，我方单位使用普通攻击累计造成20次暴击伤害。,在一個回合中，我方單位使用普通攻擊累計造成20次暴擊傷害。,Allied units trigger a total of 20 critical hits by normal attacks in one turn.,1ターンの間に、味方ユニットが通常攻撃により会心ダメージを累計20回与える。,한 라운드에서 아군이 일반 공격으로 총 20번의 치명 데미지를 입힙니다.
360,小菜一碟,小菜一碟,Piece of Cake,朝飯前,식은 죽 먹기
361,在一场战役，我方角色击败20名敌方单位，同时我方角色未受到伤害。,在一場戰役，我方角色擊敗20名敵方單位，同時我方角色未受到傷害。,Ally units defeat 20 enemy units with no damage taken in one battle.,一度の戦役で、味方ユニットが敵ユニットを20体撃破し、同時に味方ユニットがダメージを受けない。,전투에서 아군 캐릭터가 20 적군 유닛을 쓰러뜨리고 아군 캐릭터는 데미지를 입지 않습니다.
1050,天命之子,天命之子,Chosen One,天に選ばれし子,선택받은 자
1051,在一个回合中，我方任意角色连续闪避5次来自敌方单位的普通攻击。,在一個回合中，我方任意角色連續閃避5次來自敵方單位的普通攻擊。,Dodge 5 consecutive normal attacks from enemy units with any of our characters in one turn.,1ターンの間に、任意の味方ユニットが敵ユニットからの通常攻撃を5回連続で回避する。,한 라운드에서 아군의 랜덤 캐릭터가 연속으로 5번의 적군 유닛의 일반 공격을 회피합니다.
330,毁灭性打击,毀滅性打擊,Devastating Blow,壊滅的攻撃,궤멸적인 공격
331,单次攻击对敌方单位造成的伤害超过5000。,單次攻擊對敵方單位造成的傷害超過5000。,"Deal more than 5,000 damage with a single hit to an enemy unit.",1回の攻撃で敵ユニットに与えるダメージが5000を超過する。,한 번의 공격에서 적군 유닛에게 입힌 데미지가 5000을 넘깁니다.
200,宝物猎人,寶物獵人,Treasure Hunter,トレジャーハンター,보물 사냥꾼
201,累计拾取20次物资。,累計拾取20次物資。,Pick up supplies a total of 20 times.,物資を累計20回入手する。,누적 20회 물자를 습득했습니다.
202,已拾取{0}/{1},已拾取{0}/{1},Progress {0}/{1},入手済{0}/{1},{0}/{1}
10140,小心手雷,小心手雷,Beware of Grenades,手榴弾に注意,호 안에 수류탄
10141,使用1颗破片手雷击败4个敌方单位。,使用1顆破片手雷擊敗4個敵方單位。,Use 1 Fragmentation Grenade to defeat 4 enemy units.,1個の破片手榴弾で敵ユニットを4体倒す。,1개의 세열수류탄을 사용해 4기의 적군 유닛을 쓰러뜨리세요.
510,天眼,天眼,Heaven's Eye,天眼,천리안
511,放置侦察道具时同时发现6个敌方单位。,放置偵察道具時同時發現6個敵方單位。,Discover 6 enemies while laying Scanning Devices.,偵察アイテムを設置し、敵ユニットを6体発見する。,정찰 아이템을 설치해 동시에 6기의 적군 유닛을 발견하세요.
480,控制链,控制鏈,Crowd Control,拘束チェーン,제어사슬
481,使1个敌方单位连续眩晕2个回合。,使1個敵方單位連續眩暈2個回合。,Stun 1 enemy for 2 consecutive turns.,敵ユニット1体を2ターン連続でスタンさせる。,하나의 적군 유닛이 2턴 연속 기절하도록 하세요.
490,溶解,溶解,Dissolve,溶解,용해
491,使1个初始护甲大于等于100的敌方单位的护甲降为0。,使1個初始護甲大於等於100的敵方單位的護甲降為0。,Reduce the armor of an enemy unit with an initial armor greater than or equal to 100 to 0.,初期アーマーが100以上の敵ユニット1体のアーマーを0にする。,초기 장갑이 100 이상인 적군 유닛 1기의 장갑을 0로 만듭니다.
10080,连锁闪电,連鎖閃電,Chain Lightning,連鎖電撃,연쇄 전격
10081,使用电击武器站击败1个位于其攻击范围外的敌人。,使用電擊武器站擊敗1個位於其攻擊範圍外的敵人。,Use the Electric Turret to defeat an enemy unit outside its attack range.,電撃ガンタレットを使用して攻撃範囲外にいる敵を1体倒す。,전기 충격 RCWS가 그 공격 범위 밖의 적 1기를 처치합니다.
470,聚会,聚會,The Gathering,集会,만남
471,使用1个低频驱动仪吸引8个ELID。,使用1個低頻驅動儀吸引8個ELID。,Use a Low-Frequency Acoustic Generator to attract 8 ELIDs.,低周波駆動装置1つでE.L.I.D8体を誘き寄せる。,1개의 저주파 드라이버를 사용해 8기의 ELID를 끌어들입니다.
1060,告别机械,告別機械,"Hasta la Vista, Baby",機械との決別,기계와의 작별
1061,使用1颗EMP手雷同时命中3种不同类型的机械单位。,使用1顆EMP手雷同時命中3種不同類型的機械單位。,Use an EMP Grenade to hit 3 different types of mechanical units at the same time.,EMP手榴弾1つで3種類の機械ユニットに同時に攻撃する。,1개의 EMP 수류탄을 사용해 3 종류의 기계 유닛을 명중합니다.
10290,站着别动,站著別動,Stand Still,動くな,꼼짝 마
10291,在一个回合中，对一个敌方单位造成4次暴击。,在一個回合中，對一個敵方單位造成4次暴擊。,Deal 4 critical hits to an enemy unit within 1 turn.,1ターンの間に、敵ユニット1体に会心ダメージを4回与える。,한 턴에서 하나의 적군 유닛에 4번 폭격
410,杀手皇帝,殺手皇帝,Killer King,殺人皇帝,킬러 킹
411,使用1颗遥控炸弹对5个敌方单位造成伤害。,使用1顆遙控炸彈對5個敵方單位造成傷害。,Use an RC Bomb to damage 5 enemy units.,リモート爆弾1つで敵ユニット5体にダメージを与える。,1개의 원격 제어 폭탄을 사용해 5기의 적군 유닛에게 데미지를 입히세요.
420,大材小用,大材小用,Overkill,無駄使い,오버킬
421,使用便携火箭筒击败1个敌方人类单位。,使用便攜火箭筒擊敗1個敵方人類單位。,Use a Rocket Launcher to defeat a human enemy unit.,携帯ランチャーで敵ユニットを1体倒す。,휴대용 로켓 발사기를 사용해 1기의 적군 인간 유닛을 처치합니다.
10100,偶遇,偶遇,Chance Encounter,偶然の出会い,우연한 만남
10101,在一场战役中，使用高频声波弹迫使1个ELID移动到我方角色旁边。,在一場戰役中，使用高頻聲波彈迫使1個ELID移動到我方角色旁邊。,"In one battle, use High-Frequency Sonic Bomb to force an ELID to move next to allied characters.",一度の戦役で、高周波音発生弾を使用してE.L.I.D1体を味方ユニットの横に移動させる。,한 전투에서 고주파 음파탄를 사용해 1기의 ELID가 아군 캐릭터 옆으로 이동하도록 합니다.
1070,营养均衡,營養均衡,Nutritional Balance,栄養バランス,균형 잡힌 영양
1071,在一场战役中，任意1个我方角色使用过军用食物和军用饮料。,在一場戰役中，任意1個我方角色使用過軍用食物和軍用飲料。,"In a Battle, any of our characters used military food and drinks.",一度の戦役で、任意の味方ユニット1人が軍用食料と軍用飲料を使用する。,한 전투에서 임의의 아군 유닛이 군사 식량과 군용 음료를 사용합니다.
10090,搞定你了,搞定你了,Gotcha,君に決めた,너로 정했다
10091,在敌方单位的尸体上放置全息投影。,在敵方單位的屍體上放置全息投影。,Place a Holographic Projection on the corpse of an enemy unit.,敵ユニットの死体にホログラフィックプロジェクションを施す。,적군 유닛의 시체에 홀로그램 프로젝션을 켭니다.
400,旅途愉快,旅途愉快,Bon Voyage,よい旅を,즐거운 여행 보내세요
401,使用冲击弹将敌人炸飞。,使用衝擊彈將敵人炸飛。,Use a Shockwave Grenade to blow enemy units away.,衝撃弾で敵を吹き飛ばす。,충격탄으로 적을 날려버립니다.
1080,迈向死亡,邁向死亡,Foot in the Grave,死への歩み,죽음으로 내딛는 발걸음
1081,在一场战役中，任意1个敌方单位同时触发3个绊雷。,在一場戰役中，任意1個敵方單位同時觸發3個絆雷。,"In one battle, have one enemy unit triggers 3 Mines simultaneously.",一度の戦役で、任意の敵ユニット1体が地雷3つを同時に踏む。,한 전투에서 임의의 적군 유닛 1기가 동시에 3개 부비트랩을 발동시킵니다.
1090,非静止画面,非靜止畫面,Moving Pictures,非静止画面,정지화면 아님
1091,在一个回合中，洁芙缇在不移动的情况下累计击败4个敌方单位。,在一個回合中，潔芙緹在不移動的情況下累計擊敗4個敵方單位。,Have Jefuty defeats 4 enemies without moving in one round.,1ターンの間に、ジェフティが移動していない状況下で敵ユニットを累計4体倒す。,한 라운드에서 제퓨티가 이동하지 않고 4기의 적군 유닛을 처치합니다.
1100,一笔画,一筆劃,One Stroke,一画,한 획
1101,黎格使用技能“瞬影冲刺”同时命中5个敌方单位。,黎格使用技能“瞬影衝刺”同時命中5個敵方單位。,"Have Lige use the ""Dashing Flash"" skill to hit 5 enemy units simultaneously.",リゲルがスキル「瞬間突撃」を使用して、敵ユニット5体に同時に攻撃する。,리겔이 스킬 ‘그림자 돌진’을 사용해 동시에 5기의 적군 유닛을 명중합니다.
10180,火力压制,火力壓制,Suppressive Fire,制圧射撃,제압사격
10181,在一场战役中，我方使用受到“机械狂暴”影响的武器站累计使敌方单位损失900点生命值。,在一場戰役中，我方使用受到“機械狂暴”影響的武器站累計使敵方單位損失900點生命值。,"In one battle, use weapons influenced by""Mechanical Rampage"" to deal a total of 900 HP of damage to enemy units.",一度の戦役で、味方が「マシンフューリー」の影響を受けたガンタレットを使用して敵ユニットのHPを累計900減少させる。,전투에서 아군이 ‘메카닉 레이지’ 영향을 받은 RCWS를 사용해 적군에게 누적 900점의 HP 데미지를 입혔습니다.
10130,煽风点火,煽風點火,Fanning the Flames,扇動,부채질
10131,卡尔使用技能“疑兵之计”令敌方单位在“智昏”状态下击败BOSS。,卡爾使用技能“疑兵之計”令敵方單位在“智昏”狀態下擊敗BOSS。,"Have Carl use the skill ""Tactical Deception"" to make enemy units in the ""Confused"" state defeat the boss.",カールがスキル「陽動作戦」を使用して、「錯乱」状態の敵ユニットにBOSSを倒させる。,칼이 스킬 ‘모략’을 사용해 적군 유닛이 ‘정신 혼란’ 상태에서 보스를 처치합니다.
1110,加班,加班,Overtime,残業,초과근무
1111,在一场战役中，阿特娜在非己方回合对敌方单位累计造成1200伤害。,在一場戰役中，阿特娜在非己方回合對敵方單位累計造成1200傷害。,"In one battle, have Atena deals a total of 1,200 damage to enemy units during non-ally turns.",一度の戦役で、アテナが自身のターン以外で敵ユニットに累計1200ダメージを与える。,전투에서 아테나가 적군 턴에 적군 유닛에 1200 데미지를 입혔습니다.
1120,电影特效,電影特效,Special Effects,特撮,특촬
1121,杰文利用护盾抵挡1次不低于200的伤害。,傑文利用護盾抵擋1次不低於200的傷害。,Have Jevon use a shield to block 200 or more points of damage.,ジェヴァンがシールドで200以上のダメージを1回ブロックする。,제본이 베리어를 사용해 200 이상의 공격을 막습니다.
1130,抢人头,搶人頭,Kill Steal,倒して奪う,막타 뺏기
1131,洁芙缇在一个回合内通过特质“支援射击”击败4个敌方单位。,潔芙緹在一個回合內通過特質“支援射擊”擊敗4個敵方單位。,"In one turn, have Jefuty defeat 4 enemy units with the ""Support Fire"" trait.",1ターンの間に、ジェフティが特質「支援射撃」を使用して敵ユニット4体を倒す。,제퓨티가 한 라운드에서 특성 ‘지원사격’으로 4기 적군 유닛을 처치합니다.
10230,相煎何急,相煎何急,Fight Fire with Fire,仲間割れ,골육상쟁
10231,黎格利用特质“超感官知觉”格挡伯劳分裂素体的攻击。,黎格利用特質“超感官知覺”格擋伯勞分裂素體的攻擊。,"Have Lige block the attack from a Shrike using the ""Extrasensory Perception"" trait.",リゲルが特質「超感覚的知覚」を使用して、シュライク分裂素体の攻撃を防ぐ。,리겔이 특성 ‘초감각 지각’을 사용해 슈라이크 분열 소체의 공격을 막아냅니다.
10260,舍己救人,捨己救人,Selfless Act,自分を犠牲にして人を救う,자기희생
