key_name,zh_cn,zh_tw,en_us,ja_jp,ko_kr
1010030050,我方全体角色处于垂危状态,我方全體角色處於垂危狀態,All allied units are in Critical Condition,味方全員が瀕死状態になる,모든 아군이 빈사 상태 진입
1010133010,神秘少女受到的伤害累计不超过30,神秘少女受到的傷害累計不超過30,The Mysterious Girl takes no more than 30 damage,謎の少女の累計被ダメージが30を超えない,수수께끼의 소녀가 받은 누적 피해가 30 이하
1010133020,我方全体角色在4回合内到达指定地点,我方全體角色在4回合內到達指定地點,All allied units reach the specified position within 4 turns,味方全員が4ターン以内に指定地点に到達,모든 아군이 4턴 내로 지정 위치에 도착
1010133030,使用武器站击败2个敌方单位,使用武器站擊敗2個敵方單位,Defeat 2 enemy units using a turret,タレットで敵ユニットを2体撃破,RCWS로 적 유닛 2명 처치
10030010,获取过桥密码,取得過橋密碼,Obtain the passcode for crossing the bridge,橋のパスワードを入手,다리 통과 암호 획득
10030020,我方全体角色到达指定地点,我方全體角色到達指定地點,All allied units reach the specified position,味方全員が指定地点に到達,모든 아군이 지정 위치에 도착
10030030,击败大桥右方的全部敌方单位,擊敗大橋右方的全部敵方單位,Defeat all enemy units to the right of the bridge,橋の右側にいる敵ユニットを殲滅,대교 우측의 모든 적 유닛 처치
10030040,我方任意单位暴露,我方任意單位暴露,Any allied unit is Exposed,味方ユニットが発見される,아군 유닛 노출
10030050,我方全体角色处于垂危状态,我方全體角色處於垂危狀態,All allied units are in Critical Condition,味方全員が瀕死状態になる,모든 아군이 빈사 상태 진입
10133010,神秘少女受到的伤害累计不超过25,神秘少女受到的傷害累計不超過25,The Mysterious Girl takes no more than 25 damage,謎の少女の累計被ダメージが25を超えない,수수께끼의 소녀가 받은 누적 피해가 30 이하
10133020,我方全体角色在3回合内到达指定地点,我方全體角色在3回合內到達指定地點,All allied units reach the specified position within 3 turns,味方全員が3ターン以内に指定地点に到達,모든 아군이 3턴 내로 지정 위치에 도착
10133030,使用武器站击败2个敌方单位,使用武器站擊敗2個敵方單位,Defeat 2 enemy units using a turret,タレットで敵ユニットを2体撃破,RCWS로 적 유닛 2명 처치
3010030010,获取过桥密码,取得過橋密碼,Obtain the passcode for crossing the bridge,橋のパスワードを入手,다리 통과 암호 획득
3010030020,我方全体角色到达指定地点,我方全體角色到達指定地點,All allied units reach the specified position,味方全員が指定地点に到達,모든 아군이 지정 위치에 도착
3010030030,击败大桥右方的全部敌方单位,擊敗大橋右方的全部敵方單位,Defeat all enemy units to the right of the bridge,橋の右側にいる敵ユニットを殲滅,대교 우측의 모든 적 유닛 처치
3010030040,我方任意单位暴露（包括器械）,我方任意單位暴露（包括器械）,Any allied unit is Exposed (including Equipment),味方ユニットが発見される（機械を含む）,아군 유닛 노출 (기계형 유닛 포함)
3010030050,我方全体角色处于垂危状态,我方全體角色處於垂危狀態,All allied units are in Critical Condition,味方全員が瀕死状態になる,모든 아군이 빈사 상태 진입
3010133010,我方无人进入垂危状态,我方無人進入垂危狀態,No allied units enter Critical Condition,味方が瀕死状態にならない,아군이 빈사 상태에 진입하지 않음
3010133020,我方全体角色在3回合内到达指定地点,我方全體角色在3回合內到達指定地點,All allied units reach the specified position within 3 turns,味方全員が3ターン以内に指定地点に到達,모든 아군이 3턴 내로 지정 위치에 도착
3010133030,使用武器站击败2个敌方单位,使用武器站擊敗2個敵方單位,Defeat 2 enemy units using a turret,タレットで敵ユニットを2体撃破,RCWS로 적 유닛 2명 처치
1010040010,击败所有敌方单位,擊敗所有敵方單位,Defeat all enemy units,全ての敵ユニットを殲滅,모든 적 유닛 처치
1010040020,我方全体角色处于垂危状态,我方全體角色處於垂危狀態,All allied units are in Critical Condition,味方全員が瀕死状態になる,모든 아군이 빈사 상태 진입
1011044010,15回合内达成胜利目标,15回合內達成勝利目標,Achieve the Victory Objective within 15 turns,15ターン以内にメイン目標を達成,15턴 내로 승리 목표 달성
1011044020,我方角色最多2次进入垂危状态,我方角色最多2次進入垂危狀態,All allied units enter Critical Condition at most 2 times,味方が瀕死状態になる回数が2回を超えない,아군의 빈사 상태 진입 2회 이하
1011044030,利用爆炸物的爆炸击败至少4个敌方单位,利用爆炸物的爆炸擊敗至少4個敵方單位,Use Explosives to blow up at least 4 enemy units,爆発物を使用して敵ユニットを4体以上撃破,폭발물 폭발로 적 유닛 4명 이상 처치
10040010,击败所有敌方单位,擊敗所有敵方單位,Defeat all enemy units,全ての敵ユニットを殲滅,모든 적 유닛 처치
10040020,我方全体角色处于垂危状态,我方全體角色處於垂危狀態,All allied units are in Critical Condition,味方全員が瀕死状態になる,모든 아군이 빈사 상태 진입
11044010,12回合内达成胜利目标,12回合內達成勝利目標,Achieve the Victory Objective within 12 turns,12ターン以内にメイン目標を達成,12턴 내로 승리 목표 달성
11044020,我方无人进入垂危状态,我方無人進入垂危狀態,No allied units enter Critical Condition,味方が瀕死状態にならない,아군이 빈사 상태에 진입하지 않음
11044030,利用爆炸物的爆炸击败至少5个敌方单位,利用爆炸物的爆炸擊敗至少5個敵方單位,Use Explosives to blow up at least 5 enemy units,爆発物を使用して敵ユニットを5体以上撃破,폭발물 폭발로 적 유닛 5명 이상 처치
1010060010,蒙德到达指定地点,蒙德到達指定地點,Mendo reaches the specified position,モンドが指定地点に到達,멘도가 지정 위치에 도착
1010060020,蒙德进入垂危状态,蒙德進入垂危狀態,Mendo enters Critical Condition,モンドが瀕死状態になる,멘도가 빈사 상태 진입
1010166010,我方放置的侦察道具未暴露,我方放置的偵察道具未暴露,Scanning devices deployed by allied units are not Exposed,味方の設置した偵察アイテムが発見されない,아군이 배치한 정찰 도구가 노출되지 않음
1010166020,12回合内达成胜利目标,12回合內達成勝利目標,Achieve the Victory Objective within 12 turns,12ターン以内にメイン目標を達成,12턴 내로 승리 목표 달성
1010166030,蒙德未暴露,蒙德未暴露,Mendo is not Exposed,モンドが発見されない,멘도가 노출되지 않음
10060010,蒙德到达指定地点,蒙德到達指定地點,Mendo reaches the specified position,モンドが指定地点に到達,멘도가 지정 위치에 도착
10060020,蒙德进入垂危状态,蒙德進入垂危狀態,Mendo enters Critical Condition,モンドが瀕死状態になる,멘도가 빈사 상태 진입
10166010,我方放置的侦察道具未暴露,我方放置的偵察道具未暴露,Scanning devices deployed by allied units are not Exposed,味方の設置した偵察アイテムが発見されない,아군이 배치한 정찰 도구가 노출되지 않음
10166020,10回合内达成胜利目标,10回合內達成勝利目標,Achieve the Victory Objective within 10 turns,10ターン以内にメイン目標を達成,10턴 내로 승리 목표 달성
10166030,蒙德未暴露,蒙德未暴露,Mendo is not Exposed,モンドが発見されない,멘도가 노출되지 않음
1010080010,生存至第7回合开始,生存至第7回合開始,Survive until the beginning of Turn 7,7ターン目開始時まで生き残る,제7턴 시작 시까지 생존
1010080020,击败山崖下的指定敌方单位,擊敗山崖下的指定敵方單位,Defeat all enemy units below the cliff,崖下の指定された敵ユニットを撃破,절벽 아래 지정 적 유닛 처지
1010080030,我方全体角色处于垂危状态,我方全體角色處於垂危狀態,All allied units are in Critical Condition,味方全員が瀕死状態になる,모든 아군이 빈사 상태 진입
1011088010,我方角色最多2次进入垂危状态,我方角色最多2次進入垂危狀態,All allied units enter Critical Condition at most 2 times,味方が瀕死状態になる回数が2回を超えない,아군의 빈사 상태 진입 2회 이하
1011088020,击败16个敌方单位,擊敗16個敵方單位,Defeat 16 enemies,敵ユニットを16体撃破,적 유닛 16명 처치
1011088030,4回合内击败山崖下的指定敌方单位,4回合內擊敗山崖下的指定敵方單位,Defeat the specified enemy units below the cliff within 4 turns,4ターン以内に、崖下の指定された敵ユニットを撃破,4턴 내로 절벽 아래 지정 적 유닛 처치
1020160320,4回合内击败山崖下的指定敌方单位,4回合內擊敗山崖下的指定敵方單位,Defeat the specified enemy units below the cliff within 4 turns,4ターン以内に、崖下の指定された敵ユニットを撃破,4턴 내로 절벽 아래 지정 적 유닛 처치
10080010,生存至第7回合开始,生存至第7回合開始,Survive until the beginning of Turn 7,7ターン目開始時まで生き残る,제7턴 시작 시까지 생존
10080020,击败山崖下的指定敌方单位,擊敗山崖下的指定敵方單位,Defeat specified enemy units below the cliff,崖下の指定された敵ユニットを撃破,절벽 아래 지정 적 유닛 처치
10080030,我方全体角色处于垂危状态,我方全體角色處於垂危狀態,All allied units are in Critical Condition,味方全員が瀕死状態になる,모든 아군이 빈사 상태 진입
11088010,我方无人进入垂危状态,我方無人進入垂危狀態,No allied units enter Critical Condition,味方が瀕死状態にならない,아군이 빈사 상태에 진입하지 않음
11088020,击败20个敌方单位,擊敗20個敵方單位,Defeat 20 enemy units,敵ユニットを20体撃破,적 유닛 20명 처치
11088030,3回合内击败山崖下的指定敌方单位,3回合內擊敗山崖下的指定敵方單位,Defeat the specified enemy units below the cliff within 3 turns,3ターン以内に、崖下の指定された敵ユニットを撃破,3턴 내로 절벽 아래 지정 적 유닛 처치
20160320,3回合内击败山崖下的指定敌方单位,3回合內擊敗山崖下的指定敵方單位,Defeat the specified enemy units below the cliff within 3 turns,3ターン以内に、崖下の指定された敵ユニットを撃破,3턴 내로 절벽 아래 지정 적 유닛 처치
1020030010,我方全体角色到达指定地点,我方全體角色到達指定地點,All allied units reach the specified position,味方全員が指定地点に到達,모든 아군이 지정 위치에 도착
1020030020,我方全体角色处于垂危状态,我方全體角色處於垂危狀態,All allied units are in Critical Condition,味方全員が瀕死状態になる,모든 아군이 빈사 상태 진입
1022033010,18回合内达成胜利目标,18回合內達成勝利目標,Achieve the Victory Objective within 18 turns,18ターン以内にメイン目標を達成,18턴 내로 승리 목표 달성
1022033020,我方角色被狙击兵命中不超过2次,我方角色被狙擊兵命中不超過2次,Snipers hit allied units no more than 2 times,味方ユニットが狙撃兵に撃たれる回数が2回を超えない,저격병에게 명중당한 횟수 2회 이하
1022033030,拾取所有物资,拾取所有物資,Pick up all supplies,全ての物資を拾う,모든 물자 회수
20030010,我方全体角色到达指定地点,我方全體角色到達指定地點,All allied units reach the specified position,味方全員が指定地点に到達,모든 아군이 지정 위치에 도착
20030020,我方全体角色处于垂危状态,我方全體角色處於垂危狀態,All allied units are in Critical Condition,味方全員が瀕死状態になる,모든 아군이 빈사 상태 진입
22033010,15回合内达成胜利目标,15回合內達成勝利目標,Achieve the Victory Objective within 15 turns,15ターン以内にメイン目標を達成,15턴 내로 승리 목표 달성
22033020,我方角色未被狙击兵命中,我方角色未被狙擊兵命中,Snipers did not hit allied units,味方ユニットが狙撃兵に撃たれない,저격병에게 명중당하지 않음
22033030,拾取所有物资,拾取所有物資,Pick up all supplies,全ての物資を拾う,모든 물자 회수
1020040010,击败所有敌方单位,擊敗所有敵方單位,Defeat all enemy units,敵全員を撃破,모든 적 유닛 처치
1020040020,难民车被摧毁,難民車被摧毀,Refugee Transport is destroyed,難民車が破壊される,난민 수송차가 파괴됨
1020044010,难民车受到的伤害累计不超过60,難民車受到的傷害累計不超過60,Refugee Transport takes less than 60 damage,難民車の累計被ダメージが60を超えない,난민 수송차가 받은 누적 피해 60 이하
1020044020,贝蒂和阿比盖尔累计击败12个敌方单位,貝蒂和阿比蓋爾累計擊敗12個敵方單位,Betty and Abigail defeat a total of 12 enemy units,ベティとアビゲイルが敵ユニットを累計12体撃破,베티와 아비게일이 적 유닛 합계 12명 이상 처치
1020044030,5回合内击败艾弗,5回合內擊敗艾弗,Defeat Ivor within 5 turns,5ターン以内にアイフを撃破,5턴 내로 이보르 처치
20040010,击败所有敌方单位,擊敗所有敵方單位,Defeat all enemy units,敵全員を撃破,모든 적 유닛 처치
20040020,难民车被摧毁,難民車被摧毀,Refugee Transport is destroyed,難民車が破壊される,난민 수송차가 파괴됨
20044010,难民车受到的伤害累计不超过50,難民車受到的傷害累計不超過50,Refugee Transport takes less than 50 damage,難民車の累計被ダメージが50を超えない,난민 수송차가 받은 누적 피해 50 이하
20044020,贝蒂和阿比盖尔累计击败15个敌方单位,貝蒂和阿比蓋爾累計擊敗15個敵方單位,Betty and Abigail defeat a total of 15 enemy units,ベティとアビゲイルが敵ユニットを累計15体撃破,베티와 아비게일이 적 유닛 합계 15명 이상 처치
20044030,4回合内击败艾弗,4回合內擊敗艾弗,Defeat Ivor within 4 turns,4ターン以内にアイフを撃破,4턴 내로 이보르 처치
1020050010,我方任意角色到达指定地点,我方任意角色到達指定地點,Any allied unit reaches the specified position,任意の味方ユニットが指定地点に到達,아군 중 아무나 지정 위치에 도착
1020050020,我方全体角色处于垂危状态,我方全體角色處於垂危狀態,All allied units are in Critical Condition,味方全員が瀕死状態になる,모든 아군이 빈사 상태 진입
1020255010,13回合内达成胜利目标,13回合內達成勝利目標,Achieve the Victory Objective within 13 turns,13ターン以内にメイン目標を達成,13턴 내로 승리 목표 달성
1020255020,我方角色最多2次进入垂危状态,我方角色最多2次進入垂危狀態,All allied units enter Critical Condition at most 2 times,味方が瀕死状態になる回数が2回を超えない,아군의 빈사 상태 진입 2회 이하
1020255030,最多触发7次敌方绊雷,最多觸發7次敵方絆雷,Trigger enemy trip mines at most 7 times,敵のトラップの発動回数が7回を超えない,적 부비트랩 발동 7회 이하
20050010,我方任意角色到达指定地点,我方任意角色到達指定地點,Any allied unit reaches the specified position,任意の味方ユニットが指定地点に到達,아군 중 아무나 지정 위치에 도착
20050020,我方全体角色处于垂危状态,我方全體角色處於垂危狀態,All allied units are in Critical Condition,味方全員が瀕死状態になる,모든 아군이 빈사 상태 진입
20255010,11回合内达成胜利目标,11回合內達成勝利目標,Achieve the Victory Objective within 11 turns,11ターン以内にメイン目標を達成,11턴 내로 승리 목표 달성
20255020,我方无人进入垂危状态,我方無人進入垂危狀態,No allied units enter Critical Condition,味方が瀕死状態にならない,아군이 빈사 상태에 진입하지 않음
20255030,最多触发6次敌方绊雷,最多觸發6次敵方絆雷,Trigger enemy trip mines at most 6 times,敵のトラップの発動回数が6回を超えない,적 부비트랩 발동 6회 이하
1020060010,击败所有敌方单位,擊敗所有敵方單位,Defeat all enemy units,敵全員を撃破,모든 적 유닛 처치
1020060020,我方全体角色处于垂危状态,我方全體角色處於垂危狀態,All allied units are in Critical Condition,味方全員が瀕死状態になる,모든 아군이 빈사 상태 진입
1020066010,22回合内达成胜利目标,22回合內達成勝利目標,Achieve the Victory Objective within 22 turns,22ターン以内にメイン目標を達成,22턴 내로 승리 목표 달성
1020066020,我方角色被狙击兵命中不超过2次,我方角色被狙擊兵命中不超過2次,Snipers hit allied units no more than 2 times,味方ユニットが狙撃兵に撃たれる回数が2回を超えない,저격병에게 명중당한 횟수 2회 이하
1020066030,最多放置15次侦察道具,最多放置15次偵察道具,Place scanning devices at most 15 times,偵察アイテムの設置回数が15回を超えない,정찰 도구 배치 15회 이하
20060010,击败所有敌方单位,擊敗所有敵方單位,Defeat all enemy units,敵全員を撃破,모든 적 유닛 처치
20060020,我方全体角色处于垂危状态,我方全體角色處於垂危狀態,All allied units are in Critical Condition,味方全員が瀕死状態になる,모든 아군이 빈사 상태 진입
20066010,18回合内达成胜利目标,18回合內達成勝利目標,Achieve the Victory Objective within 18 turns,18ターン以内にメイン目標を達成,18턴 내로 승리 목표 달성
20066020,我方角色未被狙击兵命中,我方角色未被狙擊兵命中,Snipers did not hit allied units,味方ユニットが狙撃兵に撃たれない,저격병에게 명중당하지 않음
20066030,最多放置10次侦察道具,最多放置10次偵察道具,Place scanning devices at most 10 times,偵察アイテムの設置回数が10回を超えない,정찰 도구 배치 10회 이하
20070010,生存至第14回合开始,生存至第14回合開始,Survive until the beginning of Turn 14,14ターン目開始時まで生き残る,제14턴 시작 시까지 생존
20070020,击败所有敌方单位,擊敗所有敵方單位,Defeat all enemy units,敵全員を撃破,모든 적 유닛 처치
20070030,我方全体角色处于垂危状态,我方全體角色處於垂危狀態,All allied units are in Critical Condition,味方全員が瀕死状態になる,모든 아군이 빈사 상태 진입
20077010,洁芙缇未进入垂危状态,潔芙緹未進入垂危狀態,Jefuty does not enter Critical Condition,ジェフティが瀕死状態にならない,제퓨티가 빈사 상태에 진입하지 않음
20077020,击败75个敌方单位,擊敗75個敵方單位,Defeat 75 enemy units,敵ユニットを75体撃破,적 유닛 75명 처치
20077030,使用遥控炸弹同时炸到3个敌方单位,使用遙控炸彈同時炸到3個敵方單位,Use RC Bomb to blow up at least 3 enemy units at the same time,リモート爆弾で敵ユニット3体を同時に爆破,원격 제어 폭탄으로 적 유닛 3명에게 동시에 피해를 줌
1020070010,生存至第14回合开始,生存至第14回合開始,Survive until the beginning of Turn 14,14ターン目開始時まで生き残る,제14턴 시작 시까지 생존
1020070020,击败所有敌方单位,擊敗所有敵方單位,Defeat all enemy units,敵全員を撃破,모든 적 유닛 처치
1020070030,我方全体角色处于垂危状态,我方全體角色處於垂危狀態,All allied units are in Critical Condition,味方全員が瀕死状態になる,모든 아군이 빈사 상태 진입
1020077010,洁芙缇未进入垂危状态,潔芙緹未進入垂危狀態,Jefuty does not enter Critical Condition,ジェフティが瀕死状態にならない,제퓨티가 빈사 상태에 진입하지 않음
1020077020,击败65个敌方单位,擊敗65個敵方單位,Defeat 65 enemy units,敵ユニットを65体撃破,적 유닛 65명 처치
1020077030,使用遥控炸弹同时炸到3个敌方单位,使用遙控炸彈同時炸到3個敵方單位,Use RC Bomb to blow up at least 3 enemy units at the same time,リモート爆弾で敵ユニット3体を同時に爆破,원격 제어 폭탄으로 적 유닛 3명에게 동시에 피해를 줌
20080010,我方全体角色到达指定地点,我方全體角色到達指定地點,All allied units reach the specified position,味方全員が指定地点に到達,모든 아군이 지정 위치에 도착
20080050,我方全体角色处于垂危状态,我方全體角色處於垂危狀態,All allied units are in Critical Condition,味方全員が瀕死状態になる,모든 아군이 빈사 상태 진입
20088010,拾取所有物资,拾取所有物資,Pick up all supplies,全ての物資を拾う,모든 물자 회수
20088020,最多使用15次催眠针,最多使用15次催眠針,Use Hypnotic Syringe at most 15 times,麻酔針の使用回数が15回を超えない,마취침 사용 15번 이하
20088030,最多放置15次侦察道具,最多放置15次偵察道具,Place scanning devices at most 15 times,偵察アイテムの設置回数が15回を超えない,정찰 도구 배치 15회 이하
3020080010,我方全体角色到达指定地点,我方全體角色到達指定地點,All friendly units reach the specified position,味方全員が指定地点に到達,모든 아군이 지정 위치에 도착
3020080050,我方全体角色处于垂危状态,我方全體角色處於垂危狀態,All friendly units are in critical condition,味方全員が瀕死状態になる,모든 아군이 빈사 상태 진입
3020088010,拾取所有物资,拾取所有物資,Pick up all supplies,全ての物資を拾う,모든 물자 회수
3020088020,最多使用25次催眠针,最多使用25次催眠針,Use Hypnotic Syringe at most 25 times,麻酔針の使用回数が25回を超えない,마취침 사용 25번 이하
3020088030,最多放置15次侦察道具,最多放置15次偵察道具,Place at most 15 Scanning Devices,偵察アイテムの設置回数が15回を超えない,정찰 도구 배치 15회 이하
20100010,击败所有敌方单位,擊敗所有敵方單位,Defeat all enemy units,敵全員を撃破,모든 적 유닛 처치
20100020,击败黎格？,擊敗黎格？,Defeat Lige?,リゲル？を撃破,리겔? 처치
20100030,我方全体角色处于垂危状态,我方全體角色處於垂危狀態,All allied units are in Critical Condition,味方全員が瀕死状態になる,모든 아군이 빈사 상태 진입
22110010,我方角色最多2次进入垂危状态,我方角色最多2次進入垂危狀態,All allied units enter Critical Condition at most 2 times,味方が瀕死状態になる回数が2回を超えない,아군의 빈사 상태 진입 2회 이하
22110020,利用昙花地形对敌方单位累计造成1000点伤害,利用曇花地形對敵方單位累計造成1000點傷害,Deal a total of 1000 damage to enemy units using the Epiphyllum terrain,エピフィラム地形を利用して合計1000ダメージを与える,우담화 지형으로 적 유닛에게 준 누적 피해 1000 이상
22110030,3回合内将黎格？的血量压制到200以下,3回合內將黎格？的血量壓制到200以下,Reduce Lige?'s HP to below 200 within 3 turns,3ターン以内にリゲル？のHPを200以下に減らす,3턴 내로 리겔?의 HP를 200 이하로 낮춤
22110040,将黎格？的血量压制到200以下,將黎格？的血量壓制到200以下,Reduce Lige?'s HP to below 200,リゲル？のHPを200以下に減らす,리겔?의 HP를 200 이하로 낮춤
20120010,蒙德背洁芙缇到达指定地点,蒙德背潔芙緹到達指定地點,Mendo carries Jefuty to the specified position,モンドがジェフティを背負って指定地点に到達,멘도가 제퓨티를 업고 지정 위치에 도착
20120020,背着洁芙缇的蒙德暴露,背著潔芙緹的蒙德暴露,Mendo is Exposed while carrying Jefuty,ジェフティを背負ったモンドが発見される,제퓨티를 업은 멘도 발각
22132010,50回合内达成胜利目标,50回合內達成勝利目標,Achieve the Victory Objective within 50 turns,50ターン以内にメイン目標を達成,50턴 내로 승리 목표 달성
22132020,踩坏8块脆弱冰面,踩壞8塊脆弱冰面,Break 8 Thin Ice spaces by stepping on them,もろい氷を8つ踏み割る,부서지기 쉬운 얼음을 8곳 밟아 깨뜨림
22132030,拾取所有物资,拾取所有物資,Pick up all supplies,全ての物資を拾う,모든 물자 회수
20140010,我方全体角色分别到达各自的指定地点,我方全體角色分別到達各自的指定地點,All allied units reach their respective specified positions,味方全員がそれぞれの指定地点に到達,모든 아군이 각각에게 지정된 위치에 도착
20140020,我方全体角色到达指定地点,我方全體角色到達指定地點,All allied units reach the specified position,味方全員が指定地点に到達,모든 아군이 지정 위치에 도착
20140030,我方全体角色处于垂危状态,我方全體角色處於垂危狀態,All allied units are in Critical Condition,味方の全ユニットを瀕死状態にする。,모든 아군이 빈사 상태 진입
22154010,30回合内达成胜利目标,30回合內達成勝利目標,Achieve the Victory Objective within 30 turns,30ターン以内にメイン目標を達成,30턴 내로 승리 목표 달성
22154020,拾取所有物资,拾取所有物資,Pick up all supplies,全ての物資を拾う,모든 물자 회수
22154030,最多使用15次催眠针,最多使用15次催眠針,Use Soporific Dart at most 15 times,麻酔針の使用回数が15回を超えない,마취침 사용 15번 이하
30000110,安德森进入垂危状态,安德森進入垂危狀態,Anderson enters Critical Condition,アンダーソンが瀕死状態になる,앤더슨이 빈사 상태 진입
30000120,我方全体角色处于垂危状态,我方全體角色處於垂危狀態,All allied units are in Critical Condition,味方全員が瀕死状態になる,모든 아군이 빈사 상태 진입
30000130,洁芙缇进入垂危状态,潔芙緹進入垂危狀態,Jefuty enters Critical Condition,ジェフティが瀕死状態になる,제퓨티 빈사 상태 진입
30000010,击败所有敌方单位,擊敗所有敵方單位,Defeat all enemy units,敵全員を撃破,모든 적 유닛 처치
30000020,击败所有敌方单位,擊敗所有敵方單位,Defeat all enemy units,敵全員を撃破,모든 적 유닛 처치
30000030,击破“斯瓦罗格”重型坦克,擊破“斯瓦羅格”重型坦克,"Defeat ""Svarog"" Heavy Tank",重戦車「スヴァローグ」を破壊,중전차 ‘스바로그’ 처치
30300010,利用遥控炸弹同时击败至少3个敌方单位,利用遙控炸彈同時擊敗至少3個敵方單位,Use RC Bomb to blow up at least 3 enemy units at the same time,リモート爆弾で敵ユニット3体を同時に撃破,원격 제어 폭탄으로 적 유닛 3명 이상 동시에 처치
30300020,洁芙缇受到的伤害累计不超过80,潔芙緹受到的傷害累計不超過80,Jefuty takes less than 80 damage,ジェフティの累計被ダメージが80を超えない,제퓨티가 받은 누적 피해 80 이하
30300030,洁芙缇、安德森和黎格未进入垂危状态,潔芙緹、安德森和黎格未進入垂危狀態,"Jefuty, Anderson and Lige do not enter Critical Condition",ジェフティ、アンダーソン、リゲルが瀕死状態にならない,"제퓨티, 앤더슨, 리겔이 빈사 상태에 진입하지 않음"
30090010,我方任意角色到达指定地点,我方任意角色到達指定地點,Any allied unit reaches the specified position,いずれかの味方ユニットが指定地点に到達,아군 중 아무나 지정 위치에 도착
30090020,启动所有管理室开关,啟動所有管理室開關,Activate all control room switches,全ての管理室のスイッチを起動する,모든 관리실 스위치를 켬
30090030,我方任意角色进入垂危状态,我方任意角色進入垂危狀態,Any allied unit enters Critical Condition,味方ユニットが瀕死状態になる,아군 중 아무나 빈사 상태 진입
