key_name,zh_cn,zh_tw,en_us,ja_jp,ko_kr
10061,请操作<color=#9df1f5>蒙德</color>攻击<color=#9df1f5>指定</color>的敌方单位。,請操作<color=#9df1f5>蒙德</color>攻擊<color=#9df1f5>指定</color>的敵方單位。,Command <color=#9df1f5>Mendo</color> to attack <color=#9df1f5>specified</color> enemies.,<color=#9df1f5>モンド</color>を操作して、<color=#9df1f5>指定された</color>敵ユニットを攻撃してください。,<color=#9df1f5>멘도</color>를 조작해 <color=#9df1f5>지정된</color> 적군 유닛을 공격하세요.
10062,请操作<color=#9df1f5>蒙德</color>攻击<color=#9df1f5>指定</color>的敌方单位。,請操作<color=#9df1f5>蒙德</color>攻擊<color=#9df1f5>指定</color>的敵方單位。,Command <color=#9df1f5>Mendo</color> to attack <color=#9df1f5>specified</color> enemies.,<color=#9df1f5>モンド</color>を操作して、<color=#9df1f5>指定された</color>敵ユニットを攻撃してください。,<color=#9df1f5>멘도</color>를 조작해 <color=#9df1f5>지정된</color> 적군 유닛을 공격하세요.
20010,请将<color=#9df1f5>蒙德</color>移动至<color=#9df1f5>指定</color>地点拾取物资。,請將<color=#9df1f5>蒙德</color>移動至<color=#9df1f5>指定</color>地點拾取物資。,Move <color=#9df1f5>Mendo</color> to the <color=#9df1f5>specified</color> position to pick up supplies.,<color=#9df1f5>モンド</color>を<color=#9df1f5>指定</color>の地点へと動かして、物資をひろってください。,<color=#9df1f5>멘도</color>로 <color=#9df1f5>지정</color> 지점까지 이동하여 물자를 회수하세요.
20011,请将<color=#9df1f5>蒙德</color>移动至<color=#9df1f5>指定</color>地点拾取物资。,請將<color=#9df1f5>蒙德</color>移動至<color=#9df1f5>指定</color>地點拾取物資。,Move <color=#9df1f5>Mendo</color> to the <color=#9df1f5>specified</color> position to pick up supplies.,<color=#9df1f5>モンド</color>を<color=#9df1f5>指定</color>の地点へと動かして、物資をひろってください。,<color=#9df1f5>멘도</color>로 <color=#9df1f5>지정</color> 지점까지 이동하여 물자를 회수하세요.
20020,请将<color=#9df1f5>神秘少女</color>移动至<color=#9df1f5>指定</color>地点拾取物资。,請將<color=#9df1f5>神秘少女</color>移動至<color=#9df1f5>指定</color>地點拾取物資。,Move the <color=#9df1f5>Mysterious Girl</color> to the <color=#9df1f5>specified</color> position to pick up supplies.,<color=#9df1f5>謎の少女</color>を<color=#9df1f5>指定</color>の地点へと動かして、物資をひろってください。,<color=#9df1f5>수수께끼의 소녀</color>로 <color=#9df1f5>지정</color> 지점까지 이동하여 물자를 회수하세요.
20021,请将<color=#9df1f5>神秘少女</color>移动至<color=#9df1f5>指定</color>地点拾取物资。,請將<color=#9df1f5>神秘少女</color>移動至<color=#9df1f5>指定</color>地點拾取物資。,Move the <color=#9df1f5>Mysterious Girl</color> to the <color=#9df1f5>specified</color> position to pick up supplies.,<color=#9df1f5>謎の少女</color>を<color=#9df1f5>指定</color>の地点へと動かして、物資をひろってください。,<color=#9df1f5>수수께끼의 소녀</color>로 <color=#9df1f5>지정</color> 지점까지 이동하여 물자를 회수하세요.
20022,请将<color=#9df1f5>神秘少女</color>移动至<color=#9df1f5>指定</color>地点拾取物资。,請將<color=#9df1f5>神秘少女</color>移動至<color=#9df1f5>指定</color>地點拾取物資。,Move the <color=#9df1f5>Mysterious Girl</color> to the <color=#9df1f5>specified</color> position to pick up supplies.,<color=#9df1f5>謎の少女</color>を<color=#9df1f5>指定</color>の地点へと動かして、物資をひろってください。,<color=#9df1f5>수수께끼의 소녀</color>로 <color=#9df1f5>지정</color> 지점까지 이동하여 물자를 회수하세요.
30030,请将对应角色移动至<color=#9df1f5>指定</color>地点。,請將對應角色移動至<color=#9df1f5>指定</color>地點。,Move the corresponding unit to the <color=#9df1f5>specified</color> position.,対応するユニットを<color=#9df1f5>指定</color>の地点へと動かしてください。,선택한 캐릭터를 <color=#9df1f5>지정</color> 지점까지 이동시키세요.
30031,请将对应角色移动至<color=#9df1f5>指定</color>地点。,請將<color=#9df1f5>蒙德</color>移動至<color=#9df1f5>指定</color>地點。,Move the corresponding unit to the <color=#9df1f5>specified</color> position.,対応するユニットを<color=#9df1f5>指定</color>の地点へと動かしてください。,<color=#9df1f5>멘도</color>를 <color=#9df1f5>지정</color> 지점까지 이동시키세요.
30032,请将对应角色移动至<color=#9df1f5>指定</color>地点。,請將<color=#9df1f5>神秘少女</color>移動至<color=#9df1f5>指定</color>地點。,Move the corresponding unit to the <color=#9df1f5>specified</color> position.,対応するユニットを<color=#9df1f5>指定</color>の地点へと動かしてください。,<color=#9df1f5>수수께끼의 소녀</color>를 <color=#9df1f5>지정</color> 지점까지 이동시키세요.
30080,请将对应角色移动至<color=#9df1f5>指定</color>地点。,請將對應角色移動至<color=#9df1f5>指定</color>地點。,Move the corresponding unit to the <color=#9df1f5>specified</color> position.,対応するユニットを<color=#9df1f5>指定</color>の地点へと動かしてください。,선택한 캐릭터를 <color=#9df1f5>지정</color> 지점까지 이동시키세요.
30081,请将对应角色移动至<color=#9df1f5>指定</color>地点。,請將<color=#9df1f5>蒙德</color>移動到<color=#9df1f5>指定</color>地點。,Move the corresponding unit to the <color=#9df1f5>specified</color> position.,対応するユニットを<color=#9df1f5>指定</color>の地点へと動かしてください。,<color=#9df1f5>멘도</color>를 <color=#9df1f5>지정</color> 지점까지 이동시키세요.
30082,请将对应角色移动至<color=#9df1f5>指定</color>地点。,請將<color=#9df1f5>神秘少女</color>移動到<color=#9df1f5>指定</color>地點。,Move the corresponding unit to the <color=#9df1f5>specified</color> position.,対応するユニットを<color=#9df1f5>指定</color>の地点へと動かしてください。,<color=#9df1f5>수수께끼의 소녀</color>를 <color=#9df1f5>지정</color> 지점까지 이동시키세요.
30100,请避开暴露地点将对应角色移动至<color=#9df1f5>指定</color>地点。,請避開暴露地點將對應角色移動至<color=#9df1f5>指定</color>地點。,Move the corresponding unit to the <color=#9df1f5>specified</color> position while avoiding exposed positions.,発見される地点を避け、対応ユニットを<color=#9df1f5>指定された</color>地点まで移動させてください。,노출 지점을 피해 해당 캐릭터를 <color=#9df1f5>지정</color>된 장소로 이동시키세요.
30101,请避开暴露地点将对应角色移动至<color=#9df1f5>指定</color>地点。,請避開暴露地點將對應角色移動至<color=#9df1f5>指定</color>地點。,Move the corresponding unit to the <color=#9df1f5>specified</color> position while avoiding exposed positions.,発見される地点を避け、対応ユニットを<color=#9df1f5>指定された</color>地点まで移動させてください。,노출 지점을 피해 해당 캐릭터를 <color=#9df1f5>지정</color>된 장소로 이동시키세요.
30102,请避开暴露地点将对应角色移动至<color=#9df1f5>指定</color>地点。,請避開暴露地點將對應角色移動至<color=#9df1f5>指定</color>地點。,Move the corresponding unit to the <color=#9df1f5>specified</color> position while avoiding exposed positions.,発見される地点を避け、対応ユニットを<color=#9df1f5>指定された</color>地点まで移動させてください。,노출 지점을 피해 해당 캐릭터를 <color=#9df1f5>지정</color>된 장소로 이동시키세요.
1002000,请执行<color=#9df1f5>结束回合</color>。,請執行<color=#9df1f5>結束回合</color>。,Execute <color=#9df1f5>End Turn</color>.,<color=#9df1f5>ターンを終了</color>してください。,<color=#9df1f5>을(를) 실행하여 턴을 종료하세요</color>.
1002001,请执行<color=#9df1f5>结束回合</color>。,請執行<color=#9df1f5>結束回合</color>。,Execute <color=#9df1f5>End Turn</color>.,<color=#9df1f5>ターンを終了</color>してください。,<color=#9df1f5>을(를) 실행하여 턴을 종료하세요</color>.
1002002,请执行<color=#9df1f5>结束回合</color>。,請執行<color=#9df1f5>結束回合</color>。,Execute <color=#9df1f5>End Turn</color>.,<color=#9df1f5>ターンを終了</color>してください。,<color=#9df1f5>을(를) 실행하여 턴을 종료하세요</color>.
40050,请操作<color=#9df1f5>蒙德</color>将简易武器站放置在<color=#9df1f5>指定</color>位置。,請操作<color=#9df1f5>蒙德</color>將簡易武器站放置在<color=#9df1f5>指定</color>位置。,Command <color=#9df1f5>Mendo</color> to place the Simple Turret in the <color=#9df1f5>specified</color> position.,<color=#9df1f5>モンド</color>を操作して、簡易ガンタレットを<color=#9df1f5>指定された</color>位置に設置してください。,<color=#9df1f5>멘도</color>를 조작해 간이 RCWS를 <color=#9df1f5>지정된</color>위치에 놓으세요.
40051,请操作<color=#9df1f5>蒙德</color>将简易武器站放置在<color=#9df1f5>指定</color>位置。,請操作<color=#9df1f5>蒙德</color>將簡易武器站放置在<color=#9df1f5>指定</color>位置。,Command <color=#9df1f5>Mendo</color> to place the Simple Turret in the <color=#9df1f5>specified</color> position.,<color=#9df1f5>モンド</color>を操作して、簡易ガンタレットを<color=#9df1f5>指定された</color>位置に設置してください。,<color=#9df1f5>멘도</color>를 조작해 간이 RCWS를 <color=#9df1f5>지정된</color>위치에 놓으세요.
40052,请操作<color=#9df1f5>蒙德</color>将简易武器站放置在<color=#9df1f5>指定</color>位置。,請操作<color=#9df1f5>蒙德</color>將簡易武器站放置在<color=#9df1f5>指定</color>位置。,Command <color=#9df1f5>Mendo</color> to place the Simple Turret in the <color=#9df1f5>specified</color> position.,<color=#9df1f5>モンド</color>を操作して、簡易ガンタレットを<color=#9df1f5>指定された</color>位置に設置してください。,<color=#9df1f5>멘도</color>를 조작해 간이 RCWS를 <color=#9df1f5>지정된</color>위치에 놓으세요.
40060,请操作<color=#9df1f5>简易武器站</color>攻击<color=#9df1f5>指定</color>的敌方单位。,請操作<color=#9df1f5>簡易武器站</color>攻擊<color=#9df1f5>指定</color>的敵方單位。,Use the <color=#9df1f5>Simple Turret</color> to attack the <color=#9df1f5>specified</color> enemy unit.,<color=#9df1f5>簡易ガンタレット</color>を操作して、<color=#9df1f5>指定された</color>敵ユニットを攻撃してください。,<color=#9df1f5>간이 RCWS</color>을 조작하여 <color=#9df1f5>지정</color>된 적군 유닛을 공격하세요.
40061,请操作<color=#9df1f5>简易武器站</color>攻击<color=#9df1f5>指定</color>的敌方单位。,請操作<color=#9df1f5>簡易武器站</color>攻擊<color=#9df1f5>指定</color>的敵方單位。,Use the <color=#9df1f5>Simple Turret</color> to attack the <color=#9df1f5>specified</color> enemy unit.,<color=#9df1f5>簡易ガンタレット</color>を操作して、<color=#9df1f5>指定された</color>敵ユニットを攻撃してください。,<color=#9df1f5>간이 RCWS</color>을 조작하여 <color=#9df1f5>지정</color>된 적군 유닛을 공격하세요.
40062,请操作<color=#9df1f5>简易武器站</color>攻击<color=#9df1f5>指定</color>的敌方单位。,請操作<color=#9df1f5>簡易武器站</color>攻擊<color=#9df1f5>指定</color>的敵方單位。,Use the <color=#9df1f5>Simple Turret</color> to attack the <color=#9df1f5>specified</color> enemy unit.,<color=#9df1f5>簡易ガンタレット</color>を操作して、<color=#9df1f5>指定された</color>敵ユニットを攻撃してください。,<color=#9df1f5>간이 RCWS</color>을 조작하여 <color=#9df1f5>지정</color>된 적군 유닛을 공격하세요.
40020,请操作<color=#9df1f5>神秘少女</color>将引线绊雷<color=#9df1f5>正确旋转</color>后放置在<color=#9df1f5>指定</color>位置。,請操作<color=#9df1f5>神秘少女</color>將引線絆雷<color=#9df1f5>正確旋轉</color>後放置在<color=#9df1f5>指定</color>位置。,Command the <color=#9df1f5>Mysterious Girl</color> to <color=#9df1f5>correctly rotate</color> the Trip Mine and place it in the <color=#9df1f5>specified</color> position.,<color=#9df1f5>謎の少女</color>を操作して、破片爆弾トラップを<color=#9df1f5>正確に回転させた</color>後に<color=#9df1f5>指定された</color>位置に設置してください。,<color=#9df1f5>수수께끼의 소녀</color>를 조작해 리드 부비트랩<color=#9df1f5>을 올바르게 회전시켜</color> <color=#9df1f5>지정된</color>위치에 놓으세요.
40021,请操作<color=#9df1f5>神秘少女</color>将引线绊雷<color=#9df1f5>正确旋转</color>后放置在<color=#9df1f5>指定</color>位置。,請操作<color=#9df1f5>神秘少女</color>將引線絆雷<color=#9df1f5>正確旋轉</color>後放置在<color=#9df1f5>指定</color>位置。,Command the <color=#9df1f5>Mysterious Girl</color> to <color=#9df1f5>correctly rotate</color> the Trip Mine and place it in the <color=#9df1f5>specified</color> position.,<color=#9df1f5>謎の少女</color>を操作して、破片爆弾トラップを<color=#9df1f5>正確に回転させた</color>後に<color=#9df1f5>指定された</color>位置に設置してください。,<color=#9df1f5>수수께끼의 소녀</color>를 조작해 리드 부비트랩<color=#9df1f5>을 올바르게 회전시켜</color> <color=#9df1f5>지정된</color>위치에 놓으세요.
40022,请操作<color=#9df1f5>神秘少女</color>将引线绊雷<color=#9df1f5>正确旋转</color>后放置在<color=#9df1f5>指定</color>位置。,請操作<color=#9df1f5>神秘少女</color>將引線絆雷<color=#9df1f5>正確旋轉</color>後放置在<color=#9df1f5>指定</color>位置。,Command the <color=#9df1f5>Mysterious Girl</color> to <color=#9df1f5>correctly rotate</color> the Trip Mine and place it in the <color=#9df1f5>specified</color> position.,<color=#9df1f5>謎の少女</color>を操作して、破片爆弾トラップを<color=#9df1f5>正確に回転させた</color>後に<color=#9df1f5>指定された</color>位置に設置してください。,<color=#9df1f5>수수께끼의 소녀</color>를 조작해 리드 부비트랩<color=#9df1f5>을 올바르게 회전시켜</color> <color=#9df1f5>지정된</color>위치에 놓으세요.
2005010,请将小型侦察仪放置在<color=#9df1f5>指定</color>位置。,請將小型偵察儀放置在<color=#9df1f5>指定</color>位置。,Place the Scanner in the <color=#9df1f5>specified</color> position.,小型偵察機を<color=#9df1f5>指定された</color>位置に設置してください。,소형 탐지 장치를 <color=#9df1f5>지정된</color>위치에 놓으세요.
2005011,请将小型侦察仪放置在<color=#9df1f5>指定</color>位置。,請將小型偵察儀放置在<color=#9df1f5>指定</color>位置。,Place the Scanner in the <color=#9df1f5>specified</color> position.,小型偵察機を<color=#9df1f5>指定された</color>位置に設置してください。,소형 탐지 장치를 <color=#9df1f5>지정된</color>위치에 놓으세요.
2005012,请将小型侦察仪放置在<color=#9df1f5>指定</color>位置。,請將小型偵察儀放置在<color=#9df1f5>指定</color>位置。,Place the Scanner in the <color=#9df1f5>specified</color> position.,小型偵察機を<color=#9df1f5>指定された</color>位置に設置してください。,소형 탐지 장치를 <color=#9df1f5>지정된</color>위치에 놓으세요.
2005020,请查看<color=#9df1f5>指定</color>小型侦察仪的视野。,請查看<color=#9df1f5>指定</color>小型偵察儀的視野。,Check the Visual Range of the <color=#9df1f5>specified</color> Scanner.,<color=#9df1f5>指定された</color>小型偵察機の視野を確認してください。,<color=#9df1f5>지정된</color>소형 탐지 장치의 시야를 상세보기 하세요.
2005021,请查看<color=#9df1f5>指定</color>小型侦察仪的视野。,請查看<color=#9df1f5>指定</color>小型偵察儀的視野。,Check the Visual Range of the <color=#9df1f5>specified</color> Scanner.,<color=#9df1f5>指定された</color>小型偵察機の視野を確認してください。,<color=#9df1f5>지정된</color>소형 탐지 장치의 시야를 상세보기 하세요.
2005022,请查看<color=#9df1f5>指定</color>小型侦察仪的视野。,請查看<color=#9df1f5>指定</color>小型偵察儀的視野。,Check the Visual Range of the <color=#9df1f5>specified</color> Scanner.,<color=#9df1f5>指定された</color>小型偵察機の視野を確認してください。,<color=#9df1f5>지정된</color>소형 탐지 장치의 시야를 상세보기 하세요.
2005030,请将小型侦察仪放置在<color=#9df1f5>指定</color>位置。,請將小型偵察儀放置在<color=#9df1f5>指定</color>位置。,Place the Scanner in the <color=#9df1f5>specified</color> position.,小型偵察機を<color=#9df1f5>指定された</color>位置に設置してください。,소형 탐지 장치를 <color=#9df1f5>지정된</color>위치에 놓으세요.
2005031,请将小型侦察仪放置在<color=#9df1f5>指定</color>位置。,請將小型偵察儀放置在<color=#9df1f5>指定</color>位置。,Place the Scanner in the <color=#9df1f5>specified</color> position.,小型偵察機を<color=#9df1f5>指定された</color>位置に設置してください。,소형 탐지 장치를 <color=#9df1f5>지정된</color>위치에 놓으세요.
2005032,请将小型侦察仪放置在<color=#9df1f5>指定</color>位置。,請將小型偵察儀放置在<color=#9df1f5>指定</color>位置。,Place the Scanner in the <color=#9df1f5>specified</color> position.,小型偵察機を<color=#9df1f5>指定された</color>位置に設置してください。,소형 탐지 장치를 <color=#9df1f5>지정된</color>위치에 놓으세요.
